finess,raison_sociale,raison_sociale_longue,libcategetab,libcategagretab,code_ape,siret,adresse,telephone,date_ouverture,date_maj
380016311,EHPAD CLAUDETTE CHESNE,EHPAD CLAUDETTE CHESNE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,77559584600442,4 PL MICHEL DE MONTAIGNE 38320 EYBENS,0476633430,2013-09-23,2017-06-16
380013532,EHPAD CLOS BESSON VIF,EHPAD CLOS BESSON A VIF,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,26381013700020,46 R CHAMPOLLION 38450 VIF,0476735710,1998-09-01,2017-04-21
380784777,EHPAD DE CHATTE - CHI VERCORS ISERE,EHPAD DE CHATTE - CH INTERCOMMUNAL VERCORS ISERE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380026000105,133 RTE DE ST BONNET DE CHAVAGNE 38160 CHATTE,0476646199,1969-12-04,2023-01-06
380794594,EHPAD DE L'HOP LOCAL DE LA TOUR DU PIN,EHPAD DE L'HOPITAL LOCAL DE LA TOUR DU PIN,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380029400021,12 BD VICTOR HUGO 38110 LA TOUR DU PIN,0474832727,1904-04-04,2017-04-21
380010959,EHPAD DE L'HOPITAL LOCAL DE TULLINS,EHPAD DE L'HOPITAL LOCAL DE TULLINS,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380031000066,18 BD MICHEL PERRET BP 57 38210 TULLINS,0476073030,2008-01-02,2025-09-09
380794727,EHPAD DE LUZY-DUFEILLANT,EHPAD DE LUZY-DUFEILLANT,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,26380003900020,41 AV LOUIS MICHEL VILLAZ 38270 BEAUREPAIRE,0474791111,1901-01-01,2024-01-08
380785055,EHPAD DE SEREZIN,EHPAD DE SEREZIN,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,77961294400016,67 CHE DE LA CHENERAIE 38070 ST QUENTIN FALLAVIER,0474826701,1971-01-30,2023-10-23
380011098,EHPAD DELPHINE NEYRET,EHPAD DELPHINE NEYRET,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380006200196,4 PL DU 8 MAI 1945 BP 40348 38302 BOURGOIN JALLIEU CEDEX,0474273099,2008-01-02,2023-04-04
380794925,EHPAD DU CH LUCIEN HUSSEL,EHPAD DU CENTRE HOSPITALIER LUCIEN HUSSEL,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380032800233,MONT SALOMON 38200 VIENNE,0474313203,1901-01-01,2018-02-20
380794545,EHPAD DU CHI VERCORS ISERE,EHPAD DU CH INTERCOMMUNAL VERCORS ISERE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380026000048,1 AV FELIX FAURE BP 8 38161 ST MARCELLIN CEDEX,0476646500,1904-04-04,2023-01-06
380017491,EHPAD DU PARC - CH DE RIVES,EHPAD DU PARC - CH DE RIVES,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,26380018700076,R DE L' HOPITAL 38140 RIVES SUR FURE,0476357183,2010-12-14,2025-03-11
380019851,EHPAD EDEN RESIDENCE,EHPAD EDEN RESIDENCE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380008800027,300 R HENRY GERARD 38260 LA COTE ST ANDRE,,2016-01-01,2022-01-19
380784991,EHPAD HOSTACHY CORPS,,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380054200015,RTE LA SALETTE 38970 CORPS,0476300224,1977-09-21,2020-05-04
380002998,EHPAD INTERCOMMUNAL DE MENS,EHPAD INTERCOMMUNAL DE MENS,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380012000051,R DES AIRES 38710 MENS,0476348000,2004-01-01,2024-10-23
380011429,EHPAD JEAN MOULIN,EHPAD JEAN MOULIN,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380006200022,16 R JEAN MOULIN 38300 BOURGOIN JALLIEU,0474273099,2008-01-02,2023-04-04
380781682,EHPAD JEANNE DE CHANTAL CREMIEU,MAISON DE RETRAITE DE CREMIEU,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380009600012,PL DES VISITANDINES BP 40018 38460 CREMIEU,0474907007,1901-01-01,2023-04-20
380795468,EHPAD JOLIOT CURIE PONT DE CLAIX,EHPAD I.JOLIOT CURIE LE PONT DE CLAIX,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8730A,26381012900076,14 R AUGUSTE ET EDITH GOIRAND 38800 LE PONT DE CLAIX,0476298670,1987-06-01,2019-02-08
380013060,EHPAD KORIAN L'ISLE VERTE,EHPAD KORIAN  L'ISLE VERTE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,,50 R DE MORTILLET 38000 GRENOBLE,0476636300,1995-05-30,2019-11-04
380013235,EHPAD KORIAN VILLA ORTIS,EHPAD KORIAN VILLA ORTIS,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,37815842200238,290 MTE DE LA BASTIDE 38200 JARDIN,0474783800,1997-04-01,2023-01-18
380803312,EHPAD L'AGE D'OR MONESTIER,EHPAD L'AGE D'OR MONESTIER,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,20000262400027,PARC LOUIS SAMUEL 38650 MONESTIER DE CLERMONT,0476341175,1998-06-23,2017-04-21
380803890,EHPAD L'ARCHE,EHPAD L'ARCHE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,77559584600137,2 R DES PLATANES 38230 CHARVIEU CHAVAGNEUX,0472461515,1994-09-12,2019-10-31
380010728,EHPAD L'ARGENTIERE,EHPAD L'ARGENTIERE VIENNE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,34918573600098,23 R PIERRE ET MARIE CURIE 38200 VIENNE,0437020202,1989-01-16,2025-05-22
380792119,EHPAD L'EGLANTINE,EHPAD L'EGLANTINE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,34918573600254,15 R EUGENE CHARBONNIER 38603 FONTAINE CEDEX,0438031050,1984-06-01,2022-09-28
380803270,EHPAD L'ISLE AUX FLEURS,EHPAD L'ISLE AUX FLEURS,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,38042157800028,R DU COTEAU DE L'EGLISE 38080 L ISLE D ABEAU,0474278686,1993-02-01,2025-12-11
380781658,EHPAD LA BARRE ST-JEAN-DE-BOURNAY,EHPAD PUBLIQUE LA BARRE ST-JEAN DE BOURNAY,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,26380024500015,R DE LA BARRE 38440 ST JEAN DE BOURNAY,0474599751,1904-04-04,2025-03-14
380803130,EHPAD LA FOLATIERE,EHPAD LA FOLATIERE BOURGOIN JALLIEU,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,77559584600129,26 AV MARECHAL LECLERC 38300 BOURGOIN JALLIEU,0474283300,1993-11-08,2019-10-31
380781518,EHPAD LA MAISON,MAISON DE RETRAITE DE VOREPPE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380039300021,1 PL DENISE GREY 38340 VOREPPE,0476502942,1904-04-04,2024-05-31
380794644,EHPAD LA MAISON DU LAC ST EGREVE,EHPAD LA MAISON DU LAC ST-EGREVE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,32735516000653,6 R DU GYMNASE 38120 ST EGREVE,0476754455,1986-11-13,2020-05-04
380784470,EHPAD LA MAISOUN - CH DE LA MURE,EHPAD LA MAISOUN - CH DE LA MURE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,26380015300045,1 R EDOUARD DESCOMBES 38350 LA MURE D ISERE,0476814273,1970-08-01,2025-01-13
380785238,EHPAD LA PROVIDENCE,EHPAD LA PROVIDENCE CORENC,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,77962452700031,95 RTE DE CHARTREUSE 38700 CORENC,0476880036,1990-10-20,2024-01-02
380804617,EHPAD LA TOURMALINE VOIRON,MAISON D'ACCUEIL POUR PERSONNES AGEES LA TOURMALINE VOIRON,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26381015200060,10 R ALBAN FAGOT 38500 VOIRON,0476650455,1994-07-25,2024-06-27
380786988,EHPAD LE BON ACCUEIL,EHPAD LE BON ACCUEIL,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,77959324300016,130 RTE DE L'EGLISE 38620 ST BUEIL,0476075314,1966-07-01,2025-11-06
380785113,EHPAD LE BON PASTEUR,EHPAD LE BON PASTEUR,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,77960786000029,14 R PAUL LANGEVIN 38400 ST MARTIN D HERES,0476005200,1904-04-04,2017-04-21
380012948,EHPAD LE CHANT DU RAVINSON,EHPAD LE CHANT DU RAVINSON SAINT GEORGES DE COMMIERS,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,77559584600459,25 R DES TILLERETS 38450 ST GEORGES DE COMMIERS,0476131198,2015-01-17,2024-02-19
380785139,EHPAD LE COUVENT,EHPAD LE COUVENT SAINT-JEAN-DE-BOURNAY,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,77961294400024,1 R JEANNE D'ARC 38440 ST JEAN DE BOURNAY,0474581212,1965-04-04,2024-10-07
380804005,EHPAD LE DAUPHIN BLEU BEAUREPAIRE,EHPAD LE DAUPHIN BLEU BEAUREPAIRE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,26380003900079,33 AV LOUIS MICHEL VILLAZ B 38270 BEAUREPAIRE,0474791111,1974-04-01,2025-09-16
380785816,EHPAD LE GRAND CEDRE,EHPAD LE GRAND CEDRE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,6619A,26380008800019,19 R DE L'HOTEL DE VILLE 38260 LA COTE ST ANDRE,0474205511,1966-04-04,2025-09-02
380781583,EHPAD LE GRAND LEMPS,MAISON DE RETRAITE DU GRAND LEMPS,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,,RTE DE CHARTREUSE 38690 LE GRAND LEMPS,0476558001,1904-04-04,2025-11-13
380017855,EHPAD LE GRANIER PONTCHARRA,EHPAD LE GRANIER PONTCHARRA,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,77962452700080,209 AV DE SAVOIE 38530 PONTCHARRA,0480153750,2020-09-08,2024-10-07
380011148,EHPAD LE PERTUIS CHG ST LAURENT,EHPAD LE PERTUIS CHG ST LAURENT DU PONT,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380025200193,280 CHE DES MARTINS 38380 ST LAURENT DU PONT,0476062600,2008-01-02,2024-01-03
380794743,EHPAD LE THOMASSIN,EHPAD LE THOMASSIN,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380017900024,205 R DU LIEUTENANT RICHARD CS 00001 38480 LE PONT DE BEAUVOISIN,0476326470,1936-04-04,2021-08-23
380781617,EHPAD LES ABRETS-EN-DAUPHINE,EHPAD LES ABRETS-EN-DAUPHINE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380001300025,571 R BAYARD 38490 LES ABRETS EN DAUPHINE,0476320708,1904-04-04,2024-06-18
380782755,EHPAD LES BALCONS DE MIRIBEL,EHPAD LES BALCONS DE MIRIBEL,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380025200029,405 RTE DU GUIERS 38380 MIRIBEL LES ECHELLES,0476062600,2011-11-01,2017-04-21
380013409,EHPAD LES CASCADES,EHPAD LES CASCADES SAINT-VINCENT DE MERCUZE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,77962452700064,283 CHE DE LA RIVOIRE 38660 ST VINCENT DE MERCUZE,0438750750,2012-09-11,2025-04-03
380802736,EHPAD LES COLOMBES HEYRIEUX,MAISON DE RETRAITE HEYRIEUX,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380085600027,291 RUE VICTOR HUGO BP 36 38540 HEYRIEUX,0478472580,1987-06-01,2023-12-06
380785618,EHPAD LES CORALIES,EHPAD LES CORALIES,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,31006932300015,420 CHE DE MICHALET POISIEU 38460 CHOZEAU,0474902208,1960-01-01,2017-04-21
380782664,EHPAD LES ECRINS,MAISON DE RETRAITE DE VIZILLE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380037700032,CHE DES MATTONS 38220 VIZILLE,0476788585,1904-04-04,2017-04-21
380802561,EHPAD LES EDELWEISS,EHPAD LES EDELWEISS VOIRON,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,,51 R SERMORENS BP 149 38500 VOIRON,0476661434,1989-07-01,2025-07-31
380784769,EHPAD LES JARDINS DE COUBLEVIE - CHU38,,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380030200485,144 CHE DES DOMINICAINS 38500 COUBLEVIE,0476671310,1961-05-08,2024-04-09
380011569,EHPAD LES JARDINS MEDICIS,EHPAD LES JARDINS MEDICIS,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,48801095000027,41 R DES MICHAUDIERES 38790 DIEMOZ,0478966500,2008-07-10,2026-02-18
380015438,EHPAD LES ORCHIDEES SEYSSINS,EHPAD LES ORCHIDEES SEYSSINS,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,77559584600327,13 RUE JOSEPH MOUTIN 38180 SEYSSINS,0476484074,2011-10-17,2024-02-19
380803148,EHPAD LES PIVOLES LA VERPILLIERE,EHPAD LES PIVOLES LA VERPILLIERE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380099700011,CHE DU PREMIER GUA 38290 LA VERPILLIERE,0474954148,1994-06-15,2017-04-21
380010769,EHPAD LES PORTES DU VERCORS,EHPAD LES PORTES DU VERCORS SASSENAGE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,39830264600185,25 R LESDIGUIERES 38360 SASSENAGE,0438023503,2008-12-01,2022-01-17
380785097,EHPAD LES SOLAMBRES,EHPAD LES SOLAMBRES  LA TERRASSE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,77559584600145,674 AV DE SAVOIE 38660 LA TERRASSE,0476082127,1948-01-01,2017-04-21
380781674,EHPAD LES TERRASSES DE LA SURE,,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380013800012,200 R CANAL 38430 MOIRANS,0476354644,1901-01-01,2025-04-03
380019786,EHPAD LES TERRASSES DU RHONE,EHPAD LES TERRASSES DU RHONE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380032800258,RTE DE LA MOILLE 38670 CHASSE SUR RHONE,0474313333,2018-04-16,2024-01-03
380781591,EHPAD LES TILLEULS ENTRE-DEUX-GUIERS,MAISON DE RETRAITE ENTRE DEUX GUIERS,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380010400014,21 PL DU 11 NOVEMBRE 1918 38380 ENTRE DEUX GUIERS,0476660776,1904-04-04,2025-12-11
380781641,EHPAD LES TOURNELLES - VIRIEU,MAISON DE RETRAITE LES TOURNELLES A VIRIEU,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380036900013,245 CHE COMBE PARADIS 38730 VAL DE VIRIEU,0474335600,1972-08-01,2023-11-21
380005819,EHPAD LES VERGERS,EHPAD  LES VERGERS,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,43997564000640,360 R DE L'EYRARD 38360 NOYAREY,0476869660,2007-09-01,2025-10-09
380019331,EHPAD LES VOLUBILIS AOSTE,EHPAD LES VOLUBILIS AOSTE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,26380048400028,154 R STEIDA 38490 AOSTE,0476325214,1984-11-01,2017-04-21
380786533,EHPAD LUCIE PELLAT MONTBONNOT,EHPAD LUCIE PELLAT MONTBONNOT-ST-MARTIN,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,26381006100634,210 R DU GENERAL DE GAULLE 38330 MONTBONNOT ST MARTIN,0476900271,1971-03-01,2026-02-18
380785220,EHPAD MA MAISON,EHPAD MA MAISON LA TRONCHE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,34073466400014,117 GRANDE RUE 38700 LA TRONCHE,0476892880,2009-12-23,2022-03-31
380800847,EHPAD MAISON CANTONALE POUR PA,EHPAD MAISON CANTONALE POUR LES PERSONNES AGEES,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,43997564001697,2 AV DU GRANIER 38240 MEYLAN,0476418400,1988-07-11,2025-12-01
380785378,EHPAD MAISON DES ANCIENS,EHPAD MAISON DES ANCIENS,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,32735516000521,1 R DU COTENTIN BP 32 38130 ECHIROLLES,0476091036,1970-05-01,2021-11-05
380785030,EHPAD MARIE LOUISE RIGNY - CH DE RIVES,EHPAD MARIE LOUISE RIGNY - CH DE RIVES,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380018700027,R DE L'HOPITAL 38140 RIVES SUR FURE,0476357192,1967-01-01,2025-03-11
380785121,EHPAD ND DES ROCHES,EHPAD NOTRE-DAME DES ROCHES,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,77564661500606,2 MONTEE DU BRUCHET 38150 ANJOU,0474796000,1982-01-01,2025-10-20
380785154,EHPAD NOTRE-DAME-DE-L'ISLE V,EHPAD NOTRE-DAME DE L'ISLE A VIENNE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,42157582000244,PL NOTRE-DAME DE L'ISLE 38200 VIENNE,0474311440,1964-01-01,2022-01-24
380015594,EHPAD PIQUE-PIERRE,EHPAD PIQUE-PIERRE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,77559584600350,5 R CONRAD KILLIAN 38950 ST MARTIN LE VINOUX,0438881700,2012-03-01,2024-12-20
380794610,EHPAD RENE MARION,EHPAD RENE MARION,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380019500053,280 ALL DANIELLE MARION 38940 ROYBON,0476363100,1983-03-01,2021-08-06
380781625,EHPAD RESIDENCE ABEL MAURICE,EHPAD RESIDENCE ABEL MAURICE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380005400011,16 AV JEAN BAPTISTE GAUTHIER BP 35 38520 LE BOURG D OISANS,0476800012,1963-06-08,2024-10-07
380787671,EHPAD RESIDENCE MUTUALISTE DU FONTANIL,EHPAD RESIDENCE MUTUALISTE DU FONTANIL,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,77559584600038,17 R DU RAFOUR 38120 FONTANIL CORNILLON,0476752372,1967-01-01,2019-11-04
380795864,EHPAD REYNIES,EHPAD REYNIES GRENOBLE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,34169095600022,6 R LEO LAGRANGE 38100 GRENOBLE,0476870599,1987-09-07,2019-11-04
380785253,EHPAD ST-GERMAIN,EHPAD SAINT-GERMAIN,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,42157582000236,9 CHE DU MAS SAINT-GERMAIN 38700 LA TRONCHE,0476416330,2013-06-17,2019-11-05
380789958,EHPAD VAL MARIE,EHPAD VAL MARIE VOUREY,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8730A,42157582000285,210 RTE DE L'EGLISE 38210 VOUREY,0476070507,1969-04-04,2025-03-11
380785147,EHPAD VICTOR HUGO VIENNE,EHPAD VICTOR HUGO VIENNE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,26380033600020,RTE DU STADE 38200 VIENNE,0437021800,2007-12-15,2025-12-11
380005579,EHPAD VIGNY MUSSET,EHPAD VIGNY MUSSET,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,77559584600228,31 R ALFRED DE VIGNY 38100 GRENOBLE,0476392470,2009-11-01,2023-04-04
380803809,EHPAD VILLA DU ROZAT,EHPAD VILLA DU ROZAT,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,43997564001630,145 CHE DU ROZAT 38330 ST ISMIER,0476522176,1991-06-17,2023-04-20
380799478,M.D.R. (EHPAD) MORESTEL,MAISON DE RETRAITE (EHPAD) MORESTEL,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,8710A,26380014600023,539 R FRANCOIS PERRIN BP 10 38510 MORESTEL,0474800244,1904-04-04,2024-01-03
380795872,MDR EHPAD BEVIERE,MDR EHPAD BEVIERE GRENOBLE,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,34169095600030,1 R BEVIERE 38000 GRENOBLE,0476842960,1988-06-27,2019-11-04
380011049,MDR EHPAD MICHEL PHILIBERT,MDR EHPAD MICHEL PHILIBERT,Etablissement d'hébergement pour personnes âgées dépendantes,Etablissements d'Hébergement pour Personnes Âgées,,77559584600111,17 R JACQUES ANQUETIL 38400 ST MARTIN D HERES,0476255750,2008-01-02,2025-10-20
