finess,raison_sociale,raison_sociale_longue,libcategetab,libcategagretab,code_ape,siret,adresse,telephone,date_ouverture,date_maj
380021741,GCS AURAGEN - HOPITAL NORD CHU38,GCS AURAGEN - HOPITAL NORD CHU38,Groupement de coopération sanitaire de moyens,Autres Etablissements Relevant de la Loi Hospitalière,,,BD DE LA CHANTOURNE 38700 LA TRONCHE,,2019-04-01,2019-04-30
380021279,GCS GHND - ET SIEGE,GCS GROUPEMENT HOSPITALIER NORD DAUPHINE - ET SIEGE,Groupement de coopération sanitaire de moyens,Autres Etablissements Relevant de la Loi Hospitalière,8412Z,13002404500010,30 AV DU MEDIPOLE BP 40348 38302 BOURGOIN JALLIEU CEDEX,0469157037,2018-03-14,2023-11-15
380012658,GROUPE HOSPIT. MUTUALISTE DE GRENOBLE,GROUPE HOSPITALIER MUTUALISTE DE GRENOBLE,Etablissement de Soins Pluridisciplinaire,Etablissements de Soins de Courte Durée,8610Z,50173532800012,8 R DOCTEUR CALMETTE 38028 GRENOBLE CEDEX 1,0476707000,2009-01-01,2014-12-10
380027045,HDJ ADOLESCENTS VIENNE,HDJ ADOLESCENTS VIENNE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,,,2 PL CHARLES DE GAULLE 38200 VIENNE,,2024-09-02,2024-10-14
380027169,HDJ DE LA CLINIQUE DU DAUPHINE,HOPITAL DE JOUR DE LA CLINIQUE DU DAUPHINE,Maison de Santé pour Maladies Mentales,Autres Etablissements de Lutte contre les Maladies Mentales,,05850439000046,32 R DES BERGES 38000 GRENOBLE,,2023-02-20,2023-10-18
380029082,HDJ LE PEAGE DE ROUSSILLON,ESM PORTES DE L'ISERE - HDJ PEAGE DE ROUSSILLON,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,,30101236500039,1 R DE LA REPUBLIQUE T 38550 LE PEAGE DE ROUSSILLON,,2025-05-01,2025-10-02
380021501,HJ ADDICTOLOGIE,HJ ADDICTOLOGIE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,,26380021102278,8 PL DU CN DE LA RESISTANCE 38400 ST MARTIN D HERES,0456588950,2018-10-10,2023-03-14
380014696,HJ ADOLESCENTS - ROGER MISES,HJ ADOLESCENTS - ROGER MISES,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,,26380021100744,74 R DES ALLIES 38100 GRENOBLE,0456588204,2000-07-01,2023-03-14
380013359,HJ ADULTES BOURGOIN LES LILATTES,,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,,,53 AV FREDERIC DARD 38300 BOURGOIN JALLIEU,,2001-08-02,2026-02-18
380017582,HJ ADULTES CASSIOPEE,HJ ADULTES CASSIOPEE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,,26380021101320,14 AV AUGUSTE FERRIER 38130 ECHIROLLES,0456588310,2015-01-01,2023-03-14
380015461,HJ ADULTES LA TOUR DU PIN L'ORANGERIE,,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,,,33 BD GAMBETTA 38110 LA TOUR DU PIN,0474837390,2010-06-21,2017-09-19
380014555,HJ ADULTES NELSON MANDELA,HJ ADULTES NELSON MANDELA,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,8610Z,26380021102401,7 R DES COLIBRIS 38100 GRENOBLE,0456588971,2000-07-01,2023-03-14
380012849,HJ ADULTES VILLEFONTAINE,HJ ADULTES VILLEFONTAINE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,,,78 AV DE LA REPUBLIQUE ZAC DE SAINT BONNET 38090 VILLEFONTAINE,0474926590,2010-09-08,2018-10-10
380784736,HJ ENFANTS BOURGOIN,,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,,,2 R THEOPHILE DIEDERICHS 38300 BOURGOIN JALLIEU,0474281725,1981-04-27,2026-02-18
380784728,HJ ENFANTS COUBLEVIE,HJ ENFANTS COUBLEVIE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,8610Z,26380021100876,118 R DES IFS 38500 COUBLEVIE,0456588340,1981-04-21,2023-03-14
380017137,HJ ENFANTS ESPACE VICTOR,HJ ENFANTS ESPACE VICTOR,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,8610Z,26380021101643,70 ALL DE LA BATIE 38330 ST ISMIER,0476526161,2010-07-16,2023-03-14
380014670,HJ ENFANTS JENNY AUBRY,HJ ENFANTS JENNY AUBRY,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,,26380021101619,23 R PIERRE SEMARD 38130 ECHIROLLES,0476332622,2000-07-01,2023-03-14
380805028,HJ ENFANTS LA TOUR DU PIN,,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,,,393 R DE LA PAIX MOLLARD MAILLET 38110 LA TOUR DU PIN,0474976472,1989-09-30,2026-01-30
380784553,HJ ENFANTS PERREAU,HJ ENFANTS PERREAU,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,,26380021102450,28 R CDT PERREAU 38000 GRENOBLE,0476425107,1978-09-01,2023-08-23
380785386,HJ ENFANTS THIERS,HJ ENFANTS THIERS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,,26380021100041,26 R THIERS 38000 GRENOBLE,0476469593,1980-09-01,2023-03-14
380014613,HJ FERRIE PETITE ENFANCE GRENOBLE,HJ FERRIE PETITE ENFANCE GRENOBLE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,,26380021100785,8 R GENERAL FERRIE 38000 GRENOBLE,0476129670,2000-07-01,2023-03-14
380014605,HJ FONTAINE,HJ FONTAINE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,,26380021101585,10 R PAUL VALLIER 38600 FONTAINE,0476272419,2000-07-01,2023-03-14
380019422,HJ REHABILITATION,HJ REHABILITATION,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,,26380021101452,26 AV MARCELLIN BERTHELOT 38000 GRENOBLE,0456588800,2014-01-01,2023-03-14
380022244,HJ REHABILITATION,HJ REHABILITATION,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,8610Z,26380021102385,8 PL DU CN DE LA RESISTANCE 38400 ST MARTIN D HERES,,2019-12-19,2023-03-14
380029272,HJ SITE CH PIERRE OUDOT,,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,,,30 AV DU MEDIPOLE 38300 BOURGOIN JALLIEU,,2026-01-01,2026-01-30
380020040,HJ USN2,HJ UNITE SANITAIRE NIVEAU 2,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,8610Z,26380021101866,38760 VARCES ALLIERES ET RISSET,0476728501,2016-05-31,2023-03-14
380020107,HOPITAL DE JOUR VOIRON SERAPHINE,HOPITAL DE JOUR VOIRON SERAPHINE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,8610Z,26380021102088,58 BD BECQUART CASTELBON 38500 VOIRON,,2017-08-31,2023-03-14
380000406,HOPITAL DE VOIRON - CHU38,HOPITAL DE VOIRON - CHU DE GRENOBLE ALPES,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,8610Z,26380030200501,34 AV JACQUES CHIRAC 38500 VOIRON,0476671491,1904-04-04,2024-03-12
380000067,HOPITAL NORD - CHU38,HOPITAL NORD - CHU DE GRENOBLE ALPES,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,8610Z,26380030200014,BD DE LA CHANTOURNE 38700 LA TRONCHE,0476765026,1901-01-01,2018-01-12
380782722,HOPITAL SUD - CHU38,HOPITAL SUD - CHU DE GRENOBLE ALPES,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,8610Z,26380030200030,AV DE KIMBERLEY 38130 ECHIROLLES,0476767575,1968-01-06,2018-01-12
380021295,MAISON FAMILIALE HOSPITALIERE,MAISON FAMILIALE HOSPITALIERE,Maisons d'accueil hospitalières (M.A.H.),Autres Etablissements Sociaux d'Hébergement et d'Accueil,8790B,77962566400015,1 PL DE L'EGLISE 38700 LA TRONCHE,0476422668,1972-09-01,2024-12-18
380804211,SCE.SOINS A DOMIC. HOP.TULLINS,SCE DE SOINS A DOMICILE DE L'HOPITAL DE TULLINS,Service de Soins Infirmiers A Domicile (S.S.I.A.D),Etablissements et services multi-clientèles,8690D,26380031000041,18 BD MICHEL PERRET BP 57 38210 TULLINS,0476073030,1992-11-01,2017-04-21
380794719,USLD LA MATINIERE ST LAURENT DU PONT,LONG SEJOUR LA MATINIERE DE L'HOPITAL ST.LAURENT DU PONT,Etablissement de Soins Longue Durée,Etablissements de Soins de Longue Durée,,26380025200102,280 CHE DES MARTINS 38380 ST LAURENT DU PONT,0476062600,1904-04-04,2020-12-07
380022210,VIGILANS,VIGILANS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,8610Z,26380021102369,8 PL DU CN DE LA RESISTANCE 38400 ST MARTIN D HERES,,2019-12-10,2023-03-14
